resp_ID,t_start,t_end,Status,p_ID,unique_qu_ID,erase,condition,exposure,room,view_access,exp_duration_original,exp_duration,light_level_sensation,visual_comfort,glare_Osterhaus,glare_binary,glare_branch_accept,glare_likert4,glare_reflection_screen_likert4,glare_agreement5,colors_outside_agreement5,view_satisfaction_interval10__5only,work_all_day_changes__30only,work_all_day_changes_WHAT,work_all_day_changes_WHY
118,15.06.21 17:06,15.06.21 17:15,Complete,328,328_G3_1_Blurr_q2,keep,G3,Exposure 1,BP 2229 (center of the building),no,About 30 minutes,30min,Slightly high,Uncomfortable,Disturbing,Yes,Just unacceptable,Moderately,Not at all,Disagree,Neither agree nor disagree,NA,"Yes, I would like the following changes:",window with view on tree/road,to have something else to look at than the sky
120,15.06.21 17:24,15.06.21 17:32,Complete,328,328_G3_2_Clear_q1,keep,G3,Exposure 2,BP 2243 (end of the corridor),yes,About 5 minutes,05min,High,Uncomfortable,Disturbing,Yes,Just unacceptable,Moderately,Not at all,Disagree,Agree,9,NA,NA,NA
122,15.06.21 17:50,15.06.21 17:57,Complete,328,328_G3_2_Clear_q2,keep,G3,Exposure 2,BP 2243 (end of the corridor),yes,About 30 minutes,30min,High,Uncomfortable,Disturbing,Yes,Just unacceptable,Moderately,Slightly,Disagree,Agree,NA,"No, even though I am somewhat uncomfortable",NA,NA
124,16.06.21 16:45,16.06.21 16:50,Complete,329,329_G3_1_Blurr_q1,keep,G3,Exposure 1,BP 2229 (center of the building),no,About 5 minutes,05min,Slightly low,Comfortable,Noticeable,No,NA,Not at all,Not at all,Agree,Neither agree nor disagree,3,NA,NA,NA
126,16.06.21 17:15,16.06.21 17:23,Complete,329,329_G3_1_Blurr_q2,keep,G3,Exposure 1,BP 2229 (center of the building),no,About 30 minutes,30min,Just right,Comfortable,Imperceptible,No,NA,Not at all,Not at all,Agree,Agree,NA,I have no preference,NA,NA
128,16.06.21 17:35,16.06.21 17:38,Complete,329,329_G3_2_Clear_q1,keep,G3,Exposure 2,BP 2243 (end of the corridor),yes,About 5 minutes,05min,Just right,Comfortable,Noticeable,Yes,Acceptable,Slightly,Not at all,Agree,Agree,7,NA,NA,NA
130,16.06.21 17:55,16.06.21 18:03,Complete,329,329_G3_2_Clear_q2,keep,G3,Exposure 2,BP 2243 (end of the corridor),yes,About 30 minutes,30min,Just right,Comfortable,Noticeable,No,NA,Not at all,Not at all,Neither agree nor disagree,Strongly agree,NA,I have no preference,NA,NA
125,16.06.21 16:49,16.06.21 16:54,Complete,330,330_G3_1_Clear_q1,keep,G3,Exposure 1,BP 2243 (end of the corridor),yes,About 5 minutes,05min,Slightly low,Uncomfortable,Noticeable,Yes,Just unacceptable,Slightly,Not at all,Disagree,Strongly agree,10,NA,NA,NA
127,16.06.21 17:17,16.06.21 17:28,Complete,330,330_G3_1_Clear_q2,keep,G3,Exposure 1,BP 2243 (end of the corridor),yes,About 30 minutes,30min,Just right,Very uncomfortable,Intolerable,Yes,Unacceptable,Very much,Not at all,Disagree,Agree,NA,"Yes, I would like the following changes:",close the curtains,"my eyes are very dry and it is getting harder to keep them open , and it is hot"
129,16.06.21 17:37,16.06.21 17:42,Complete,330,330_G3_2_Blurr_q1,keep,G3,Exposure 2,BP 2229 (center of the building),no,About 30 minutes,05min,Slightly high,Uncomfortable,Disturbing,Yes,Just unacceptable,Slightly,Not at all,Disagree,Disagree,NA,"Yes, I would like the following changes:","close the curtains, and make the room colder",eyes dry due to the sun heat in the room not comfortable
131,16.06.21 17:58,16.06.21 18:05,Complete,330,330_G3_2_Blurr_q2,keep,G3,Exposure 2,BP 2229 (center of the building),no,About 30 minutes,30min,Just right,Comfortable,Disturbing,Yes,Just unacceptable,Moderately,Not at all,Disagree,Neither agree nor disagree,NA,"Yes, I would like the following changes:","open the window, and make the room colder","fresh air too hot in this room, not comfortable"
132,17.06.21 16:39,17.06.21 16:51,Complete,331,331_G3_1_Blurr_q1,keep,G3,Exposure 1,BP 2229 (center of the building),no,About 5 minutes,05min,Just right,Uncomfortable,Noticeable,No,NA,Not at all,Not at all,Agree,Strongly agree,7,NA,NA,NA
134,17.06.21 17:12,17.06.21 17:21,Complete,331,331_G3_1_Blurr_q2,keep,G3,Exposure 1,BP 2229 (center of the building),no,About 30 minutes,30min,Just right,Uncomfortable,Disturbing,Yes,Just acceptable,Moderately,Not at all,Disagree,Agree,NA,"Yes, I would like the following changes:",Better air conditionning and hide better the sun,Put something to hide the sun.
